location_id,Airport,time,temperature_2m_mean (°F),temperature_2m_max (°F),temperature_2m_min (°F),wind_speed_10m_max (mp/h),wind_gusts_10m_max (mp/h),wind_direction_10m_dominant (°),daylight_duration (s),precipitation_sum (inch),rain_sum (inch),snowfall_sum (inch),wind_speed_10m_mean (mp/h)
2,DEN,9/2/2022,78.4,91.3,64.3,13.2,21,211,46888.29,0,0,0,7.9
2,DEN,9/3/2022,76,90.5,63.2,9.3,21,161,46737.87,0,0,0,6
2,DEN,9/4/2022,77.3,92.4,62,15.5,24.4,181,46586.52,0,0,0,9.1
2,DEN,9/5/2022,80.4,93.9,66.5,14.3,22.6,170,46434.34,0,0,0,7.9
2,DEN,9/6/2022,82.1,94.8,67.4,19.9,30.9,196,46281.45,0,0,0,8.5
2,DEN,9/7/2022,81.8,96.7,66.9,9,15.4,222,46127.93,0,0,0,5.4
2,DEN,9/8/2022,83.9,95.4,71.1,16.7,26.2,193,45973.88,0,0,0,11.4
2,DEN,9/9/2022,68,87.7,54.6,14.3,22.6,28,45819.4,0,0,0,6.8
2,DEN,9/10/2022,52.2,56.1,47,10.4,20.1,79,45664.59,0.161,0.161,0,8
2,DEN,9/11/2022,54.4,76,43.5,7.2,14.5,123,45509.55,0,0,0,3.8
2,DEN,9/12/2022,65.4,84,50.5,8.9,14.3,198,45354.36,0,0,0,5
2,DEN,9/13/2022,68.3,88.7,52.7,17.9,29.3,177,45199.11,0,0,0,7.5
2,DEN,9/14/2022,72.1,82.1,62.6,18.6,29.1,200,45043.9,0.008,0.008,0,9.2
2,DEN,9/15/2022,62.2,73.8,53.3,8.1,32.2,226,44888.83,0.358,0.358,0,5
2,DEN,9/16/2022,65.6,82.3,52.7,8.5,16.6,211,44733.98,0,0,0,3.9
2,DEN,9/17/2022,65.9,81.3,53.8,15.8,29.1,178,44579.44,0.035,0.035,0,6.8
2,DEN,9/18/2022,65.4,83.8,51.2,16.3,26.2,241,44425.29,0,0,0,6.8
2,DEN,9/19/2022,72.2,88.3,56.1,18.1,32.9,176,44271.65,0,0,0,8.6
2,DEN,9/20/2022,73.6,89.6,59.9,15.3,28.4,176,44118.39,0,0,0,6.6
2,DEN,9/21/2022,65.3,86,56.2,10.4,25.1,49,43964.48,0.075,0.075,0,7.7
2,DEN,9/22/2022,53.8,68.5,49.2,9.4,17,114,43809.84,0.323,0.323,0,6.2
2,DEN,9/23/2022,60.6,78.3,47.7,13.3,23.9,276,43654.55,0,0,0,6.9
2,DEN,9/24/2022,63.5,78.2,50.8,9.5,17,194,43498.73,0,0,0,6.3
2,DEN,9/25/2022,61.3,74.7,46.4,9.5,19,79,43342.45,0,0,0,6.5
2,DEN,9/26/2022,62.9,78.3,49.5,9.2,16.8,101,43185.84,0,0,0,6.2
2,DEN,9/27/2022,64,78.4,48.8,8.6,14.1,163,43028.99,0,0,0,4.4
2,DEN,9/28/2022,66.1,83.4,51.2,12.6,19.9,206,42871.98,0,0,0,7
2,DEN,9/29/2022,70.8,82.4,58.4,14,21.9,213,42714.94,0,0,0,8.6
2,DEN,9/30/2022,66.6,81.8,57.5,15.9,27.3,171,42557.93,0.031,0.031,0,6.9
2,DEN,10/1/2022,59.7,72.6,51.5,9.1,25.9,37,42401.09,0.244,0.244,0,4.9
2,DEN,10/2/2022,58.8,74,48.7,14.9,27.5,166,42244.48,0.012,0.012,0,5.9
2,DEN,10/3/2022,60.8,72.1,50.6,7.6,19.5,192,42088.23,0.004,0.004,0,5
2,DEN,10/4/2022,55,66.8,47.2,9.2,19.5,341,41932.42,0.472,0.472,0,4.3
2,DEN,10/5/2022,55.9,67.3,45.9,8.1,14.1,329,41777.17,0.024,0.024,0,4.8
2,DEN,10/6/2022,55.9,69.6,44.1,7.3,15.9,153,41622.56,0,0,0,5.1
2,DEN,10/7/2022,50.7,67.3,40.2,10.8,18.6,58,41468.71,0.004,0.004,0,6.3
2,DEN,10/8/2022,48.9,62.6,40.5,6.5,12.5,85,41315.72,0.098,0.098,0,3.7
2,DEN,10/9/2022,53.3,69.4,40.8,6.5,11.6,171,41163.7,0,0,0,4.4
2,DEN,10/10/2022,57.3,73.9,44.6,8.5,16.3,229,41012.54,0,0,0,6.2
2,DEN,10/11/2022,60.8,74.7,50.4,13,21.5,230,40861.11,0,0,0,8.7
2,DEN,10/12/2022,54.4,69.1,41.3,15,41.4,57,40709.29,0.024,0.024,0,6.7
2,DEN,10/13/2022,49.6,65.2,38.3,10.1,24.8,78,40557.22,0,0,0,5.3
2,DEN,10/14/2022,57.7,74.4,46.4,11.7,19.9,237,40405,0,0,0,8.3
2,DEN,10/15/2022,53.2,64.7,40.4,9.5,18.3,114,40252.74,0,0,0,5.9
2,DEN,10/16/2022,50.7,57.9,44.1,9.8,17.2,55,40100.57,0.02,0.02,0,4.8
2,DEN,10/17/2022,47.5,60.2,35.4,6.7,10.3,141,39948.59,0,0,0,3.5
2,DEN,10/18/2022,50,65,36.9,7.8,15.7,156,39796.93,0,0,0,5.7
2,DEN,10/19/2022,55.4,75.2,42.7,12.8,23.5,271,39645.72,0,0,0,7.2
2,DEN,10/20/2022,58.5,76.5,44.1,10.5,19,210,39495.07,0,0,0,6.5
2,DEN,10/21/2022,60.6,75.7,49,15.2,23.9,231,39345.1,0,0,0,8.7
2,DEN,10/22/2022,61.1,73.6,52.3,14.5,23.3,211,39195.95,0,0,0,9.3
2,DEN,10/23/2022,59.2,68,51.1,20.6,36.9,201,39047.74,0.004,0.004,0,13.9
2,DEN,10/24/2022,41.1,50.4,32.7,19.3,30.6,320,38900.6,0.268,0.173,0.661,6.6
2,DEN,10/25/2022,44.9,60.8,36.2,14.6,22.6,253,38754.67,0,0,0,7.8
2,DEN,10/26/2022,47.8,57.1,42.3,11,17.7,116,38610.08,0.004,0.004,0,6.9
2,DEN,10/27/2022,40.9,52.2,35,12.8,21.7,331,38466.97,0.201,0.106,0.661,7.6
2,DEN,10/28/2022,41.5,61.4,29.7,8,17.7,202,38325.49,0,0,0,5.7
2,DEN,10/29/2022,43.3,56.2,30.9,8.7,17.4,188,38185.77,0,0,0,5.9
2,DEN,10/30/2022,43.4,57.1,32.9,6.6,12.3,207,38047.74,0,0,0,4
2,DEN,10/31/2022,48.1,63.9,36.9,10,16.6,217,37910.15,0,0,0,6.5
2,DEN,11/1/2022,51.3,72.1,37.4,9.3,16.3,194,37772.9,0,0,0,6.5
2,DEN,11/2/2022,57.5,68.4,50.3,14.5,22.4,212,37636.12,0,0,0,9.9
2,DEN,11/3/2022,46.8,63,34.7,17.9,29.8,200,37499.96,0,0,0,10.9
2,DEN,11/4/2022,32.9,45.8,26.6,12.2,21,1,37364.55,0.071,0,0.524,5.7
2,DEN,11/5/2022,42.2,56.7,31.7,14.5,25.3,229,37230.04,0,0,0,8.1
2,DEN,11/6/2022,41.4,47.9,35.9,15,25.3,110,37096.56,0,0,0,7.1
2,DEN,11/7/2022,44.4,60.3,34.5,24.3,36.9,165,36964.27,0,0,0,14.4
2,DEN,11/8/2022,54.9,70.1,44.4,20.7,40.7,191,36833.32,0,0,0,15.3
2,DEN,11/9/2022,52,68.5,30.2,20.1,33.1,194,36703.86,0,0,0,10.8
2,DEN,11/10/2022,39.8,52,33.4,20.8,33.1,312,36576.04,0,0,0,7.3
2,DEN,11/11/2022,29.2,40.5,21.7,17.5,32.4,84,36450.03,0.012,0,0.083,6.5
2,DEN,11/12/2022,30.5,47.7,20.1,8.7,15,151,36325.98,0,0,0,4.5
2,DEN,11/13/2022,33.4,47,23.2,12.4,21,146,36204.07,0,0,0,6
2,DEN,11/14/2022,27.4,36.6,19,11.5,19.7,19,36084.46,0,0,0,5.5
2,DEN,11/15/2022,28.5,33.7,23.7,7.6,15.9,279,35967.32,0.083,0,0.579,3.3
2,DEN,11/16/2022,27.9,37.9,21.5,9.9,15,245,35852.83,0,0,0,5.8
2,DEN,11/17/2022,26,28.8,23,14.1,24.2,74,35741.16,0.031,0,0.22,7.4
2,DEN,11/18/2022,16.3,22.5,8.4,8.4,14.8,73,35632.48,0.106,0,0.744,5.3
2,DEN,11/19/2022,17.4,38.7,3.6,10,13.2,192,35526.78,0,0,0,6.8
2,DEN,11/20/2022,30.9,50.3,20.5,10.8,16.1,207,35422.89,0,0,0,7.8
2,DEN,11/21/2022,32.3,48.6,19.1,10.7,18.3,168,35320.74,0,0,0,7
2,DEN,11/22/2022,33.4,48.4,22.4,9.1,16.6,173,35220.45,0,0,0,6.1
2,DEN,11/23/2022,36,48.1,27,12.9,19.5,210,35122.15,0,0,0,7.8
2,DEN,11/24/2022,34.1,41.5,26.7,16,26.8,3,35025.98,0.008,0,0.055,11.4
2,DEN,11/25/2022,35.7,52.5,27.6,8.2,12.5,213,34932.06,0,0,0,5.4
2,DEN,11/26/2022,40.7,53.2,31.5,15.7,26.4,208,34840.54,0,0,0,7.6
2,DEN,11/27/2022,38,47.5,30,8.1,18.1,66,34751.56,0.016,0,0.11,5
2,DEN,11/28/2022,40.6,52.8,30.5,11.8,20.8,206,34665.24,0,0,0,6.7
2,DEN,11/29/2022,25.1,40.7,17.7,14.1,22.6,33,34581.74,0.146,0,1.02,8
2,DEN,11/30/2022,21.8,38,14.8,9.8,17.2,17,34501.19,0,0,0,4.1
2,DEN,12/1/2022,36.3,57.3,19.2,17.9,29.5,201,34423.73,0,0,0,9.9
2,DEN,12/2/2022,45.5,53.7,37.6,24.2,38,239,34349.52,0.031,0.028,0.028,18
2,DEN,12/3/2022,31.7,53.1,20.7,15.9,27.7,145,34278.69,0,0,0,7.8
2,DEN,12/4/2022,39.7,58.2,27.9,9.6,17.7,169,34211.38,0,0,0,5.7
2,DEN,12/5/2022,41.8,49.5,36.3,14.6,24.8,174,34147.75,0,0,0,8.1
2,DEN,12/6/2022,36.4,49.8,25,13.2,20.6,205,34087.94,0,0,0,7.6
2,DEN,12/7/2022,35,50.4,23.9,14,23,119,34032.1,0,0,0,6.2
2,DEN,12/8/2022,33.4,42.6,23.8,16.1,30.4,267,33980.36,0.008,0.008,0,8.1
2,DEN,12/9/2022,32.5,48.2,24.3,9.7,16.1,229,33932.75,0,0,0,6.5
2,DEN,12/10/2022,34.8,49.4,24.9,9.2,16.3,171,33888.68,0,0,0,5
2,DEN,12/11/2022,41.8,59.1,32,16.2,26.2,214,33848.07,0,0,0,11.7
2,DEN,12/12/2022,45.4,54,38.9,17.4,27.1,204,33810.96,0,0,0,11.4
2,DEN,12/13/2022,25.2,38,21.5,17.9,28.2,349,33777.39,0.217,0,1.516,11.5
2,DEN,12/14/2022,23.8,31.6,18,9.9,16.1,226,33747.4,0.047,0,0.331,3.6
2,DEN,12/15/2022,19.5,31.5,7.9,9,16.3,142,33721.01,0.004,0,0.028,5.6
2,DEN,12/16/2022,16.6,26.1,8,9.7,16.1,296,33698.27,0,0,0,6.8
2,DEN,12/17/2022,18.7,33.3,10.1,10.1,16.3,224,33679.19,0,0,0,6.8
2,DEN,12/18/2022,22.6,35.8,12.4,11.2,17.7,196,33663.83,0,0,0,7.3
2,DEN,12/19/2022,21.5,43.3,8.4,9.7,13.4,245,33652.19,0,0,0,6.3
2,DEN,12/20/2022,25.1,40.3,12.5,9.7,15.2,167,33644.31,0,0,0,7.3
2,DEN,12/21/2022,30.6,46.8,17.6,12.4,18.6,222,33640.21,0,0,0,7.5
2,DEN,12/22/2022,-9.2,5,-15.7,17.5,32.9,84,33639.92,0.193,0,1.378,7.2
2,DEN,12/23/2022,-5.7,6.9,-15.5,12.9,21,140,33643.46,0,0,0,7.8
2,DEN,12/24/2022,19.9,42.3,-0.3,7.7,11.4,199,33650.84,0,0,0,4.3
2,DEN,12/25/2022,34.6,44.3,28.3,12.5,19.9,235,33662.09,0,0,0,8.5
2,DEN,12/26/2022,34.9,50.4,25.4,10.7,16.3,138,33677.21,0,0,0,6.2
2,DEN,12/27/2022,45,61.8,35.4,17.5,27.1,206,33696.23,0,0,0,12.9
2,DEN,12/28/2022,42.1,51.5,33.4,12.5,19.9,221,33719.15,0.012,0.012,0,8.4
2,DEN,12/29/2022,30,39,24.7,11.4,17.9,117,33746.04,0.878,0.079,5.594,7.2
2,DEN,12/30/2022,20.5,31.5,13.2,10.9,16.8,203,33777.19,0,0,0,8.2
2,DEN,12/31/2022,30.1,40.6,19.9,9.5,14.8,202,33812.55,0,0,0,6.4
2,DEN,1/1/2023,26.4,33.7,17.5,8.6,13.2,134,33852.01,0,0,0,6.2
2,DEN,1/2/2023,27,28.2,25.3,7.1,11.9,2,33895.46,0.098,0,0.689,2.8
2,DEN,1/3/2023,22.9,26.2,18.4,10.5,16.1,306,33942.81,0.063,0,0.441,5.5
2,DEN,1/4/2023,21.5,29.4,15.9,11.4,17.4,203,33993.93,0,0,0,6.5
2,DEN,1/5/2023,17.8,33.5,6.4,9.1,13.2,191,34048.72,0,0,0,6.2
2,DEN,1/6/2023,23.5,32.3,13.8,8.5,13.6,237,34107.06,0.008,0,0.055,4.9
2,DEN,1/7/2023,26.1,35.3,16.6,7.2,11.2,184,34168.84,0,0,0,4.9
2,DEN,1/8/2023,27.4,38,20,11.3,17.4,202,34233.95,0,0,0,8.7
2,DEN,1/9/2023,30.1,39.9,20.8,11.4,17.9,201,34302.28,0,0,0,8.5
2,DEN,1/10/2023,35.3,43.5,28.7,11.2,17.9,208,34373.71,0,0,0,7.6
2,DEN,1/11/2023,29.6,42.8,19,10.2,17.7,317,34448.14,0.122,0,0.854,7.4
2,DEN,1/12/2023,26.6,36.9,18.2,10.1,16.3,199,34525.44,0,0,0,5.1
2,DEN,1/13/2023,31.1,46.7,23.5,10.3,15.9,195,34605.52,0,0,0,6.9
2,DEN,1/14/2023,37.1,54.1,28.7,10.9,17,208,34688.26,0,0,0,7.5
2,DEN,1/15/2023,33.8,45.1,27.6,9.7,15,212,34773.54,0,0,0,5.5
2,DEN,1/16/2023,32.1,44.7,20.9,10.8,17.9,224,34861.27,0.016,0,0.11,5.8
2,DEN,1/17/2023,28.6,36.8,21,7.5,13.9,249,34951.34,0,0,0,5.2
2,DEN,1/18/2023,25.6,28.8,23.3,17.5,27.1,4,35043.81,0.717,0,5.016,9.9
2,DEN,1/19/2023,20.8,28.3,14.9,11.3,18.6,210,35139.72,0.028,0,0.193,7.9
2,DEN,1/20/2023,14.1,23.1,4.6,8.4,12.3,205,35239.08,0,0,0,5
2,DEN,1/21/2023,19.4,24.6,12,6.6,10.1,269,35341.69,0.063,0,0.441,4.2
2,DEN,1/22/2023,21.2,28.6,12.9,11.5,17,200,35447.38,0.02,0,0.138,8.9
2,DEN,1/23/2023,17.8,26.3,9.2,10.5,16.8,199,35555.98,0.02,0,0.138,6.6
2,DEN,1/24/2023,18.3,26.1,12.4,9.4,16.6,208,35667.3,0,0,0,4.2
2,DEN,1/25/2023,19.8,26.2,14.8,10.7,15.9,247,35781.18,0.067,0,0.469,5.4
2,DEN,1/26/2023,17.7,27.9,11.6,14,20.4,226,35897.45,0.004,0,0.028,10.8
2,DEN,1/27/2023,28.4,36.4,22.1,14.6,21.3,218,36015.94,0,0,0,10.4
2,DEN,1/28/2023,21.6,32.9,14.8,10.7,18.1,136,36136.48,0,0,0,6.5
2,DEN,1/29/2023,7.1,18.5,0.1,11.5,17.7,62,36258.91,0.047,0,0.331,8.1
2,DEN,1/30/2023,-6.1,-0.9,-11,7.3,13,61,36383.09,0.004,0,0.028,3.2
2,DEN,1/31/2023,4.9,21.4,-4,10.1,14.3,180,36508.84,0.063,0,0.469,7
2,DEN,2/1/2023,16,31.9,4.4,12.5,18.1,200,36636.02,0,0,0,9.7
2,DEN,2/2/2023,23.2,34.7,14.8,14.2,20.6,191,36764.47,0,0,0,10.7
2,DEN,2/3/2023,29.4,40.4,23,16.8,23.7,213,36894.05,0,0,0,12.9
2,DEN,2/4/2023,32,38.5,25.4,13.4,20.4,221,37024.62,0,0,0,7.7
2,DEN,2/5/2023,28.2,41.8,16.8,10,15.7,198,37156.04,0,0,0,5.3
2,DEN,2/6/2023,30.3,35.5,22.4,11.8,18.6,209,37288.16,0.028,0,0.193,7.2
2,DEN,2/7/2023,26.4,36.9,16.8,11.4,17.7,206,37421.09,0.02,0,0.138,7.2
2,DEN,2/8/2023,26.3,44.5,15.9,10.2,15.4,209,37556.09,0,0,0,7
2,DEN,2/9/2023,26.3,31.7,22.4,19.5,33.3,352,37693.24,0.087,0,0.606,11.7
2,DEN,2/10/2023,20,39.3,7.5,8.7,16.8,167,37832.39,0,0,0,6.6
2,DEN,2/11/2023,30.2,54.4,18.4,8.5,13.2,191,37973.37,0,0,0,6.9
2,DEN,2/12/2023,33.2,47.3,22.5,9.9,17.4,167,38116.02,0,0,0,6.2
2,DEN,2/13/2023,38.6,57.8,30.5,15,22.6,201,38260.2,0,0,0,9.9
2,DEN,2/14/2023,37.3,46.7,27.3,15.1,25.7,254,38405.74,0.008,0.004,0.028,8.1
2,DEN,2/15/2023,19.9,34.1,13.8,15.3,25.1,14,38552.5,0.248,0,1.736,10.9
2,DEN,2/16/2023,14.3,28,3.6,11,18.3,303,38700.35,0.059,0,0.413,5.6
2,DEN,2/17/2023,23.1,46.5,8,13.4,20.8,201,38849.13,0,0,0,8.8
2,DEN,2/18/2023,31.6,49.8,18.4,9.4,15,203,38998.7,0,0,0,5.7
2,DEN,2/19/2023,34.8,48,26.5,19,32.7,235,39148.94,0,0,0,9.3
2,DEN,2/20/2023,36.5,51.7,25.5,13.9,23.5,89,39299.7,0,0,0,5.7
2,DEN,2/21/2023,43.1,58.7,32.4,13.4,22.6,186,39450.85,0,0,0,8.3
2,DEN,2/22/2023,23.7,46.2,7.7,17.9,28.6,63,39602.26,0.075,0.004,0.496,9.4
2,DEN,2/23/2023,4.4,22.4,-5.4,11.6,22.4,43,39753.81,0.012,0,0.083,6.5
2,DEN,2/24/2023,11.8,38.7,-4.2,9.6,19.9,349,39905.37,0,0,0,4.9
2,DEN,2/25/2023,35.5,58,23.9,8.9,13.9,216,40056.81,0,0,0,5.5
2,DEN,2/26/2023,44.1,59.3,32.2,24.7,41.8,199,40208,0,0,0,12.7
2,DEN,2/27/2023,38.9,51.4,28.8,13.6,25.1,245,40359.07,0,0,0,8.2
2,DEN,2/28/2023,36.9,48.2,29.8,16.8,28.4,219,40511.22,0,0,0,11.6
2,DEN,3/1/2023,30.6,39.5,21.3,19.5,32.7,177,40664.57,0.012,0,0.083,10.6
2,DEN,3/2/2023,28.1,43.2,18.3,8.5,19.5,336,40818.98,0.154,0,1.075,4.1
2,DEN,3/3/2023,34.7,46.1,27.5,11.8,20.4,198,40974.36,0.004,0.004,0,6.7
2,DEN,3/4/2023,32.2,45.9,21.9,21.2,33.6,143,41130.57,0.071,0.004,0.469,9.6
2,DEN,3/5/2023,35.6,54.3,21.2,17.1,34.4,231,41287.52,0,0,0,8.1
2,DEN,3/6/2023,31.6,47.9,20.7,17.8,27.7,106,41445.06,0,0,0,8.1
2,DEN,3/7/2023,29.9,38,26.6,15.9,24.8,58,41603.11,0,0,0,6.8
2,DEN,3/8/2023,31.7,45.5,24.1,16.7,28.2,131,41761.54,0,0,0,6
2,DEN,3/9/2023,32.4,47.5,22.5,11.9,27.5,304,41920.25,0.02,0,0.138,6.9
2,DEN,3/10/2023,39.3,63,22.5,16.8,26.2,164,42079.12,0,0,0,8.1
2,DEN,3/11/2023,46.3,56.5,37.4,14.6,23.7,161,42238.07,0,0,0,9.7
2,DEN,3/12/2023,34.6,47.5,24.3,15.8,25.1,99,42396.96,0.004,0.004,0,9.3
2,DEN,3/13/2023,33.8,51.8,21.6,9.6,16.3,106,42555.69,0,0,0,5.1
2,DEN,3/14/2023,44.1,61.9,32.9,13.6,24.4,204,42714.16,0,0,0,9.6
2,DEN,3/15/2023,52.6,68.3,43,13.7,21.3,195,42872.27,0,0,0,9.1
2,DEN,3/16/2023,38.2,59.9,28.1,19.2,32.4,14,43029.9,0.102,0.055,0.331,13.4
2,DEN,3/17/2023,28.7,39.9,20.5,16.3,27.7,16,43186.95,0,0,0,7.1
2,DEN,3/18/2023,29,43.5,19.3,14.2,27.3,347,43343.31,0,0,0,6.9
2,DEN,3/19/2023,34.9,52.4,23.5,15.3,23.7,197,43499.08,0,0,0,9.1
2,DEN,3/20/2023,39.7,54.3,26,10.7,19.9,162,43655.38,0,0,0,6.9
2,DEN,3/21/2023,41.2,57.6,29.5,15.7,27.5,223,43812.33,0.028,0.024,0.028,5
2,DEN,3/22/2023,39.1,55,26.9,10.4,25.7,29,43969.81,0.008,0.004,0.028,5.5
2,DEN,3/23/2023,38.4,49.8,29.3,12,19.9,224,44127.73,0.028,0.008,0.138,6.4
2,DEN,3/24/2023,37.7,49.1,26.8,12.5,21.9,264,44286,0.059,0.008,0.358,4.9
2,DEN,3/25/2023,34.4,46.8,25.9,17.8,30.6,284,44444.52,0.102,0,0.717,7.8
2,DEN,3/26/2023,28.6,37.6,19.3,15.5,29.5,268,44603.19,0,0,0,9.1
2,DEN,3/27/2023,27.6,36.4,23.6,22,36.7,18,44761.91,0.217,0,1.516,9.6
2,DEN,3/28/2023,30.7,51.3,19.1,12.2,18.6,188,44920.59,0,0,0,6.1
2,DEN,3/29/2023,34.4,49.4,22.9,14.1,24.4,2,45079.12,0,0,0,5.8
2,DEN,3/30/2023,40.1,64,22.7,25.1,41.6,226,45237.4,0,0,0,10
2,DEN,3/31/2023,40.7,60.4,30,23.6,45.6,277,45395.33,0,0,0,12
3,ORD,4/1/2022,35.5,44.9,26.5,10.7,22.4,308,45751.85,0.02,0,0.165,7.4
3,ORD,4/2/2022,34,40.8,29.2,8.8,18.3,154,45921.91,0.24,0.142,0.689,5.8
3,ORD,4/3/2022,38.6,50,31.1,9,19,299,46091.7,0.02,0.02,0,4.9
3,ORD,4/4/2022,44.3,53.4,37.4,14.2,29.3,221,46261.12,0.366,0.366,0,9.1
3,ORD,4/5/2022,42.7,51.5,31.7,10.9,22.6,92,46430.05,0.016,0.016,0,5.9
3,ORD,4/6/2022,50,56.5,42.9,21.4,41.8,215,46598.38,0.512,0.512,0,12.1
3,ORD,4/7/2022,42.8,49.3,38.8,17.3,34.2,245,46766,0.071,0.071,0,14
3,ORD,4/8/2022,37.5,40.2,35.9,11.4,25.5,289,46932.79,0.264,0.264,0,7
3,ORD,4/9/2022,36.7,47.9,27.7,12.9,25.7,308,47098.62,0.043,0.016,0.193,8.7
3,ORD,4/10/2022,42.1,59.5,27.9,16.3,31.8,157,47263.4,0,0,0,8.4
3,ORD,4/11/2022,55,58.7,49.1,17.5,32.7,213,47426.99,0,0,0,10.9
3,ORD,4/12/2022,49.9,67.7,34.3,16.6,30.9,138,47589.26,0,0,0,7.1
3,ORD,4/13/2022,66,71.6,62.2,20.1,38.3,192,47750.31,0.173,0.173,0,14.8
3,ORD,4/14/2022,43.3,56.2,33.9,27.6,53.5,253,47911.28,0.161,0.161,0,17.3
3,ORD,4/15/2022,44.1,52.4,36.9,18,41.4,248,48072.27,0.067,0.067,0,12
3,ORD,4/16/2022,39.6,46.7,29.6,15.5,30.6,295,48233.2,0,0,0,8.4
3,ORD,4/17/2022,34.5,41.3,25.8,9,25.9,49,48393.92,0,0,0,6.3
3,ORD,4/18/2022,36.5,44.1,33.2,17.9,34,302,48554.35,0.264,0.063,1.406,7.1
3,ORD,4/19/2022,39.4,51.1,31.8,13.2,27.3,303,48714.36,0.004,0,0.028,10.2
3,ORD,4/20/2022,43.4,51.8,37.6,16.1,32,144,48873.85,0.012,0.012,0,9.2
3,ORD,4/21/2022,55,66.6,48.4,18,33.8,230,49032.68,0.22,0.22,0,12.8
3,ORD,4/22/2022,49.7,60.3,44.2,13.8,23.9,84,49190.75,0.48,0.48,0,7.7
3,ORD,4/23/2022,65.4,79.9,49.1,18.4,35.8,175,49347.93,0.051,0.051,0,12.3
3,ORD,4/24/2022,69.6,75.8,65.4,20.8,46.8,201,49504.1,0.114,0.114,0,16.6
3,ORD,4/25/2022,52.7,66.6,46.5,16.1,30.9,263,49659.12,0,0,0,11.1
3,ORD,4/26/2022,42.7,51.1,37.4,16,30.9,287,49812.86,0,0,0,11.1
3,ORD,4/27/2022,36,47.3,29.7,10,25.7,33,49965.2,0,0,0,6.5
3,ORD,4/28/2022,40.6,48.7,34.1,10.7,21.7,83,50116,0.106,0.075,0.22,8.8
3,ORD,4/29/2022,50.2,61.1,44.4,11.5,23.5,106,50265.1,0,0,0,8.5
3,ORD,4/30/2022,55.2,70.9,49.2,15,32.2,124,50412.38,0.677,0.677,0,12.5
3,ORD,5/1/2022,54.2,63.8,48.3,17.9,34.2,225,50557.68,0.299,0.299,0,12.1
3,ORD,5/2/2022,51,59.7,45.2,12.5,28.2,264,50700.87,0,0,0,7.7
3,ORD,5/3/2022,46.4,52.3,44,16.9,33.1,32,50841.97,0.945,0.945,0,10.3
3,ORD,5/4/2022,45.2,52.8,37.2,13.9,27.1,19,50982.1,0.012,0.012,0,9.7
3,ORD,5/5/2022,45.3,54.2,38.8,7.6,15,60,51121.31,0.303,0.303,0,4.6
3,ORD,5/6/2022,46.6,48.3,45,16.4,31.3,33,51259.5,0.409,0.409,0,10.6
3,ORD,5/7/2022,50.5,60.1,41.8,12,29.3,31,51396.55,0,0,0,9
3,ORD,5/8/2022,51.5,64.2,40.1,10.5,21.7,121,51532.34,0,0,0,7
3,ORD,5/9/2022,62.4,76.5,52.1,18.1,36,147,51666.73,0,0,0,12.7
3,ORD,5/10/2022,75,85.5,65.1,16.5,32.2,181,51799.6,0,0,0,11
3,ORD,5/11/2022,72.3,81.3,65.3,12.6,25.1,174,51930.8,0.102,0.102,0,6.2
3,ORD,5/12/2022,77.5,87.1,68.1,12.5,25.1,168,52060.22,0,0,0,7.8
3,ORD,5/13/2022,75.2,85.6,63.6,11,22.6,167,52187.71,0,0,0,8.3
3,ORD,5/14/2022,71.9,83.4,61.4,8.8,16.8,263,52313.14,0,0,0,4
3,ORD,5/15/2022,67.7,75.5,61.1,9.4,17.9,232,52436.36,0.016,0.016,0,4.9
3,ORD,5/16/2022,63.2,73.3,53.4,15.3,30.4,277,52557.22,0.012,0.012,0,9.5
3,ORD,5/17/2022,58.6,70.9,48.4,9.2,20.8,39,52675.59,0,0,0,6.6
3,ORD,5/18/2022,54.9,64.7,51.1,9.4,18.3,70,52791.29,0.311,0.311,0,6.8
3,ORD,5/19/2022,64.3,82.2,50.5,13.4,26.4,210,52904.2,0.028,0.028,0,7.1
3,ORD,5/20/2022,73.5,86.1,62.9,22.7,43.6,208,53014.14,0.051,0.051,0,13.9
3,ORD,5/21/2022,62,70.1,57.8,7.8,27.1,321,53120.97,1.374,1.374,0,5.1
3,ORD,5/22/2022,57.8,64.1,51.8,15,29.5,305,53224.54,0.031,0.031,0,7.9
3,ORD,5/23/2022,51.7,58,43.9,9.6,20.8,72,53324.82,0,0,0,6.8
3,ORD,5/24/2022,53.3,62.3,46.1,11.4,23.7,56,53422.67,0,0,0,7.5
3,ORD,5/25/2022,60.3,76.5,49.9,12.7,28,106,53518.15,0.65,0.65,0,10.2
3,ORD,5/26/2022,69.7,74.6,65.3,12.1,23.7,193,53611.16,0.366,0.366,0,9.3
3,ORD,5/27/2022,58.9,71.5,50.5,15.3,30.2,16,53701.59,0.504,0.504,0,8
3,ORD,5/28/2022,59.7,73.7,45.9,9.4,19.2,217,53789.37,0,0,0,4.9
3,ORD,5/29/2022,69.1,81.3,59.3,15.1,28.9,176,53874.36,0,0,0,10.2
3,ORD,5/30/2022,76,84.3,67.9,17.7,33.8,186,53956.49,0,0,0,14.8
3,ORD,5/31/2022,77.6,82.5,71.2,15.7,31.8,203,54035.64,0.008,0.008,0,12.9
3,ORD,6/1/2022,68.9,74.5,63.5,9.4,21.9,273,54111.71,0.079,0.079,0,7.2
